date,price,coin
2025-01-17 00:00:00,124.12892675022663,litecoin
2025-01-18 00:00:00,136.85856621907038,litecoin
2025-01-19 00:00:00,125.43611048528027,litecoin
2025-01-20 00:00:00,115.89859310601071,litecoin
2025-01-21 00:00:00,117.82699214986471,litecoin
2025-01-22 00:00:00,118.92534450085856,litecoin
2025-01-23 00:00:00,115.18818558862665,litecoin
2025-01-24 00:00:00,116.45900236514406,litecoin
2025-01-25 00:00:00,118.62136533525381,litecoin
2025-01-26 00:00:00,123.90633888365929,litecoin
2025-01-27 00:00:00,117.28627156303418,litecoin
2025-01-28 00:00:00,114.78562128335321,litecoin
2025-01-29 00:00:00,110.18720748308941,litecoin
2025-01-30 00:00:00,115.84292822452711,litecoin
2025-01-31 00:00:00,129.84366772430988,litecoin
2025-02-01 00:00:00,128.21183599988407,litecoin
2025-02-02 00:00:00,119.29690660995936,litecoin
2025-02-03 00:00:00,109.31031015468574,litecoin
2025-02-04 00:00:00,106.68160642173409,litecoin
2025-02-05 00:00:00,101.67696315466425,litecoin
2025-02-06 00:00:00,103.2990388548491,litecoin
2025-02-07 00:00:00,101.47893246342676,litecoin
2025-02-08 00:00:00,103.39476312241148,litecoin
2025-02-09 00:00:00,104.61729918059041,litecoin
2025-02-10 00:00:00,107.73419511788468,litecoin
2025-02-11 00:00:00,120.05069573017687,litecoin
2025-02-12 00:00:00,119.65280378271162,litecoin
2025-02-13 00:00:00,121.99463007475461,litecoin
2025-02-14 00:00:00,126.03039210817782,litecoin
2025-02-15 00:00:00,125.21974094167598,litecoin
2025-02-16 00:00:00,133.62168171140846,litecoin
2025-02-17 00:00:00,125.49089944736285,litecoin
2025-02-18 00:00:00,122.27490048728195,litecoin
2025-02-19 00:00:00,129.37431812030331,litecoin
2025-02-20 00:00:00,135.0467320134156,litecoin
2025-02-21 00:00:00,130.5637873445115,litecoin
2025-02-22 00:00:00,127.76992831353945,litecoin
2025-02-23 00:00:00,126.03619151044622,litecoin
2025-02-24 00:00:00,130.10308729876857,litecoin
2025-02-25 00:00:00,113.9332495540523,litecoin
2025-02-26 00:00:00,114.76275278676175,litecoin
2025-02-27 00:00:00,125.37996021335239,litecoin
2025-02-28 00:00:00,126.70031771605727,litecoin
2025-03-01 00:00:00,128.03040655443823,litecoin
2025-03-02 00:00:00,124.31670036737066,litecoin
2025-03-03 00:00:00,127.46719147141572,litecoin
2025-03-04 00:00:00,110.09765258595738,litecoin
2025-03-05 00:00:00,103.50343511026203,litecoin
2025-03-06 00:00:00,104.7094659831926,litecoin
2025-03-07 00:00:00,103.41902164415295,litecoin
2025-03-08 00:00:00,103.43292073503451,litecoin
2025-03-09 00:00:00,102.3410433650952,litecoin
2025-03-10 00:00:00,94.39487281369313,litecoin
2025-03-11 00:00:00,87.65780132214545,litecoin
2025-03-12 00:00:00,90.4747992641379,litecoin
2025-03-13 00:00:00,91.60675995065874,litecoin
2025-03-14 00:00:00,87.99132679881963,litecoin
2025-03-15 00:00:00,91.3971653027959,litecoin
2025-03-16 00:00:00,92.46919970506201,litecoin
2025-03-17 00:00:00,90.40439571244727,litecoin
2025-03-18 00:00:00,92.37546226716411,litecoin
2025-03-19 00:00:00,90.0837145234657,litecoin
2025-03-20 00:00:00,94.0422796860704,litecoin
2025-03-21 00:00:00,93.30107371605145,litecoin
2025-03-22 00:00:00,91.03721767589194,litecoin
2025-03-23 00:00:00,91.223451729495,litecoin
2025-03-24 00:00:00,91.39870932152722,litecoin
2025-03-25 00:00:00,93.60884518810742,litecoin
2025-03-26 00:00:00,94.57310196374205,litecoin
2025-03-27 00:00:00,92.31003870911086,litecoin
2025-03-28 00:00:00,92.8877747770944,litecoin
2025-03-29 00:00:00,87.41653156849024,litecoin
2025-03-30 00:00:00,85.45147530911963,litecoin
2025-03-31 00:00:00,85.96234152262682,litecoin
2025-04-01 00:00:00,83.04256752728014,litecoin
2025-04-02 00:00:00,84.54689935549364,litecoin
2025-04-03 00:00:00,81.83281769665525,litecoin
2025-04-04 00:00:00,83.38712732801515,litecoin
2025-04-05 00:00:00,84.36977604877094,litecoin
2025-04-06 00:00:00,82.80492892590036,litecoin
2025-04-07 00:00:00,70.34292227007285,litecoin
2025-04-08 00:00:00,70.93382299574974,litecoin
2025-04-09 00:00:00,68.98458275503194,litecoin
2025-04-10 00:00:00,75.99818230182687,litecoin
2025-04-11 00:00:00,73.7535696947226,litecoin
2025-04-12 00:00:00,76.20087730680858,litecoin
2025-04-13 00:00:00,78.6355543978562,litecoin
2025-04-14 00:00:00,77.68422193531823,litecoin
2025-04-15 00:00:00,77.10197463364834,litecoin
2025-04-16 00:00:00,75.4068649588178,litecoin
2025-04-17 00:00:00,74.31575905789768,litecoin
2025-04-18 00:00:00,74.89905687711816,litecoin
2025-04-19 00:00:00,75.97759927668527,litecoin
2025-04-20 00:00:00,76.14787380731937,litecoin
2025-04-21 00:00:00,77.76735019741147,litecoin
2025-04-22 00:00:00,77.81974930905011,litecoin
2025-04-23 00:00:00,83.88538391176314,litecoin
2025-04-24 00:00:00,83.13713416252266,litecoin
2025-04-25 00:00:00,84.35577146806008,litecoin
2025-04-26 00:00:00,86.3975301727394,litecoin
2025-04-27 00:00:00,87.03547825518902,litecoin
2025-04-28 00:00:00,85.54993622134249,litecoin
2025-04-29 00:00:00,85.80852689223472,litecoin
2025-04-30 00:00:00,85.42140587808338,litecoin
2025-05-01 00:00:00,83.58853028850834,litecoin
2025-05-02 00:00:00,89.06217816520171,litecoin
2025-05-03 00:00:00,87.89590354214553,litecoin
2025-05-04 00:00:00,86.75992413700477,litecoin
2025-05-05 00:00:00,85.10902735824925,litecoin
2025-05-06 00:00:00,83.41922770063775,litecoin
2025-05-07 00:00:00,92.14970465919401,litecoin
2025-05-08 00:00:00,89.44431346011324,litecoin
2025-05-09 00:00:00,94.6199681155532,litecoin
2025-05-10 00:00:00,100.4027132953146,litecoin
2025-05-11 00:00:00,105.08748443279636,litecoin
2025-05-12 00:00:00,99.92912115652602,litecoin
2025-05-13 00:00:00,104.12471184298013,litecoin
2025-05-14 00:00:00,103.46894701895069,litecoin
2025-05-15 00:00:00,100.97990415152123,litecoin
2025-05-16 00:00:00,99.18075221295052,litecoin
2025-05-17 00:00:00,99.63092219071703,litecoin
2025-05-18 00:00:00,96.34390862139422,litecoin
2025-05-19 00:00:00,100.1708246970945,litecoin
2025-05-20 00:00:00,98.39236540189734,litecoin
2025-05-21 00:00:00,94.26172592286514,litecoin
2025-05-22 00:00:00,97.38050298004114,litecoin
2025-05-23 00:00:00,100.37430739666063,litecoin
2025-05-24 00:00:00,95.33939834887626,litecoin
2025-05-25 00:00:00,95.62898062591695,litecoin
2025-05-26 00:00:00,95.5960032466726,litecoin
2025-05-27 00:00:00,94.80730074536368,litecoin
2025-05-28 00:00:00,95.87244149694016,litecoin
2025-05-29 00:00:00,95.34672756591803,litecoin
2025-05-30 00:00:00,93.52332776649708,litecoin
2025-05-31 00:00:00,85.78549439836341,litecoin
2025-06-01 00:00:00,87.30565093932115,litecoin
2025-06-02 00:00:00,88.57738602154916,litecoin
2025-06-03 00:00:00,89.76662848107492,litecoin
2025-06-04 00:00:00,89.64380329685774,litecoin
2025-06-05 00:00:00,88.05528756153052,litecoin
2025-06-06 00:00:00,83.72290562382351,litecoin
2025-06-07 00:00:00,87.2021118142265,litecoin
2025-06-08 00:00:00,88.38406876916488,litecoin
2025-06-09 00:00:00,87.23364803920832,litecoin
2025-06-10 00:00:00,90.68092170594196,litecoin
2025-06-11 00:00:00,93.22402861946685,litecoin
2025-06-12 00:00:00,91.54132655406845,litecoin
2025-06-13 00:00:00,86.57094135202267,litecoin
2025-06-14 00:00:00,86.53660834254613,litecoin
2025-06-15 00:00:00,85.26561090194515,litecoin
2025-06-16 00:00:00,86.27976830121283,litecoin
2025-06-17 00:00:00,87.19451377120998,litecoin
2025-06-18 00:00:00,84.47351349479052,litecoin
2025-06-19 00:00:00,85.02164097820658,litecoin
2025-06-20 00:00:00,85.11575131315323,litecoin
2025-06-21 00:00:00,82.84950348863147,litecoin
2025-06-22 00:00:00,79.71063519990433,litecoin
2025-06-23 00:00:00,80.14445130250282,litecoin
2025-06-24 00:00:00,85.1379470362546,litecoin
2025-06-25 00:00:00,84.78131261914129,litecoin
2025-06-26 00:00:00,84.63828175461558,litecoin
2025-06-27 00:00:00,84.33129526621656,litecoin
2025-06-28 00:00:00,84.81879055960836,litecoin
2025-06-29 00:00:00,86.30182839318583,litecoin
2025-06-30 00:00:00,87.99783679129132,litecoin
2025-07-01 00:00:00,86.07485604853117,litecoin
