Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Cumulative
2025-11-30 00:00:00+00:00,90838.2109375,91965.046875,90394.3125,90394.3125,38497902869,0.0,0.0,,
2025-12-01 00:00:00+00:00,90389.109375,90398.15625,83862.25,86321.5703125,87962894424,0.0,0.0,-0.045055292472078956,0.954944707527921
2025-12-02 00:00:00+00:00,86322.5390625,92316.6328125,86202.1953125,91350.203125,78546798211,0.0,0.0,0.05825464938016567,1.0105746766424049
2025-12-03 00:00:00+00:00,91345.09375,94060.7734375,91056.390625,93527.8046875,77650204986,0.0,0.0,0.023837949867722363,1.0346647051217963
2025-12-04 00:00:00+00:00,93454.2578125,94038.2421875,90976.1015625,92141.625,64538402681,0.0,0.0,-0.014821043775501641,1.0193298942342197
2025-12-05 00:00:00+00:00,92133.6484375,92702.640625,88152.140625,89387.7578125,63256398633,0.0,0.0,-0.029887330373216225,0.9888648449259461
2025-12-06 00:00:00+00:00,89389.359375,90267.4609375,88951.6640625,89272.375,37994042405,0.0,0.0,-0.0012908122468182626,0.9875884060736676
2025-12-07 00:00:00+00:00,89277.8125,91740.84375,87799.5625,90405.640625,47394898960,0.0,0.0,0.012694471554050235,1.0001253190016797
2025-12-08 00:00:00+00:00,90424.5859375,92267.1171875,89644.890625,90640.203125,57394099056,0.0,0.0,0.0025945560296725123,1.0027202001785236
2025-12-09 00:00:00+00:00,90639.703125,94601.5703125,89586.9765625,92691.7109375,66861721440,0.0,0.0,0.022633530616329445,1.0254152985288763
2025-12-10 00:00:00+00:00,92695.234375,94477.15625,91640.1328125,92020.9453125,65420694513,0.0,0.0,-0.007236522211271801,1.0179948579452942
2025-12-11 00:00:00+00:00,92011.3046875,93554.265625,89335.296875,92511.3359375,64532834621,0.0,0.0,0.005329119618741718,1.0234198743145486
2025-12-12 00:00:00+00:00,92513.6640625,92747.9296875,89532.6015625,90270.4140625,80275884583,0.0,0.0,-0.024223213861206738,0.998629355829218
2025-12-13 00:00:00+00:00,90257.796875,90647.5703125,89800.9921875,90298.7109375,64237748110,0.0,0.0,0.00031346787642294593,0.9989423940527233
2025-12-14 00:00:00+00:00,90296.4375,90498.109375,87634.9375,88175.1796875,50465972205,0.0,0.0,-0.023516739363752315,0.9754505261323827
2025-12-15 00:00:00+00:00,88171.078125,89983.921875,85304.078125,86419.78125,45559514323,0.0,0.0,-0.019908078936967,0.9560311800590332
2025-12-16 00:00:00+00:00,86424.40625,88170.09375,85381.6875,87843.984375,41262178223,0.0,0.0,0.01648005936140917,0.9717866306577642
2025-12-17 00:00:00+00:00,87847.6171875,90264.5703125,85316.265625,86143.7578125,44243392914,0.0,0.0,-0.01935507109105894,0.9529776313360425
2025-12-18 00:00:00+00:00,86144.3671875,89412.6640625,84436.3125,85462.5078125,52667115348,0.0,0.0,-0.007908292107279613,0.9454412058557337
2025-12-19 00:00:00+00:00,85476.1328125,89339.1171875,85107.6640625,88103.3828125,46733310561,0.0,0.0,0.03090097713717843,0.9746562629424281
2025-12-20 00:00:00+00:00,88101.671875,88497.203125,87924.875,88344.0,14688196659,0.0,0.0,0.002731077738661547,0.9773181249649973
2025-12-21 00:00:00+00:00,88344.703125,89027.953125,87613.203125,88621.75,19845522660,0.0,0.0,0.0031439599746445612,0.9803907740323818
2025-12-22 00:00:00+00:00,88621.3984375,90501.9296875,87908.0703125,88490.015625,38047472118,0.0,0.0,-0.0014864790528285043,0.9789334436831963
2025-12-23 00:00:00+00:00,88490.03125,88898.3828125,86606.9765625,87414.0,43683011533,0.0,0.0,-0.01215974047919599,0.9670298670616031
2025-12-24 00:00:00+00:00,87404.3203125,87956.8828125,86411.796875,87611.9609375,25550297986,0.0,0.0,0.0022646365284737513,0.9692198382226759
2025-12-25 00:00:00+00:00,87608.3203125,88501.7890625,86949.2578125,87234.7421875,19953216347,0.0,0.0,-0.004305562231041726,0.965046801893648
2025-12-26 00:00:00+00:00,87235.5078125,89459.4296875,86628.140625,87301.4296875,42455674908,0.0,0.0,0.0007644603322913834,0.9657845418925004
2025-12-27 00:00:00+00:00,87301.4296875,87874.78125,87182.9765625,87802.15625,13741199310,0.0,0.0,0.005735605525503784,0.9713239010474252
2025-12-28 00:00:00+00:00,87799.34375,87986.890625,87394.953125,87835.8359375,15156557929,0.0,0.0,0.00038358610925337544,0.9716964874034527
2025-12-30 00:00:00+00:00,87132.921875,87276.75,86830.46875,87274.3828125,41669820416,0.0,0.0,-0.006392073565503531,0.9654853319726284
